Date,Open,High,Low,Close,Adj Close,Volume
2017-09-18,1252.474976,1259.474976,1244.625000,1249.525024,1141.150879,726600
2017-09-19,1252.500000,1252.500000,1245.750000,1249.125000,1140.785889,782754
2017-09-20,1257.000000,1257.000000,1237.150024,1246.775024,1138.639648,1334642
2017-09-21,1245.525024,1270.500000,1240.000000,1262.449951,1152.955200,2438740
2017-09-22,1259.949951,1263.449951,1246.000000,1251.800049,1143.228638,2435396
2017-09-25,1248.275024,1267.000000,1246.375000,1255.375000,1146.493774,1599558
2017-09-26,1255.000000,1263.199951,1233.000000,1237.324951,1130.009033,1449230
2017-09-27,1245.000000,1256.099976,1236.875000,1247.500000,1139.301758,2010356
2017-09-28,1247.349976,1257.000000,1226.000000,1238.224976,1130.831177,4332866
2017-09-29,1239.500000,1242.000000,1210.750000,1217.974976,1112.337524,1985014
2017-10-03,1220.000000,1227.150024,1213.525024,1224.224976,1118.045288,1923006
2017-10-04,1224.800049,1227.000000,1212.500000,1221.150024,1115.237061,1300778
2017-10-05,1220.500000,1221.724976,1212.199951,1214.800049,1109.437988,1684686
2017-10-06,1215.000000,1227.500000,1214.025024,1223.324951,1117.223511,1389188
2017-10-09,1220.525024,1233.974976,1220.525024,1227.050049,1120.625366,1773616
2017-10-10,1227.500000,1234.974976,1225.625000,1229.625000,1122.977173,1222010
2017-10-11,1230.000000,1257.224976,1228.375000,1250.175049,1141.744995,1527746
2017-10-12,1256.500000,1277.500000,1253.500000,1274.099976,1163.594604,5006356
2017-10-13,1274.099976,1304.474976,1261.500000,1279.300049,1168.343872,4066320
2017-10-16,1277.525024,1295.000000,1277.525024,1292.199951,1180.124634,1218590
2017-10-17,1292.500000,1307.474976,1288.775024,1297.275024,1184.759766,1443016
2017-10-18,1297.500000,1306.824951,1290.000000,1293.300049,1181.129150,1514144
2017-10-19,1296.000000,1297.900024,1285.500000,1291.949951,1179.896606,86822
2017-10-23,1292.000000,1314.500000,1273.724976,1293.949951,1181.722778,1886088
2017-10-24,1310.000000,1310.449951,1284.525024,1289.199951,1177.384888,1339020
2017-10-25,1289.250000,1307.000000,1277.500000,1279.949951,1172.119507,1105106
2017-10-26,1267.550049,1284.574951,1258.949951,1269.425049,1162.481323,3007552
2017-10-27,1269.000000,1296.574951,1265.150024,1292.150024,1183.291504,1409270
2017-10-30,1293.000000,1310.000000,1290.849976,1308.099976,1197.897705,1137252
2017-10-31,1300.650024,1320.000000,1300.650024,1312.000000,1201.469238,1592634
2017-11-01,1312.000000,1313.425049,1289.425049,1301.425049,1191.785156,741882
2017-11-02,1304.250000,1337.000000,1303.375000,1313.074951,1202.453857,1468422
2017-11-03,1316.199951,1318.349976,1301.400024,1310.050049,1199.683594,666886
2017-11-06,1310.000000,1335.900024,1305.875000,1332.775024,1220.494263,1377000
2017-11-07,1335.000000,1384.000000,1333.025024,1355.025024,1240.869873,2696892
2017-11-08,1361.500000,1379.500000,1359.125000,1367.500000,1252.293579,1402252
2017-11-09,1375.000000,1375.000000,1359.650024,1368.199951,1252.934570,1152432
2017-11-10,1361.099976,1363.000000,1346.675049,1354.375000,1240.274170,1356566
2017-11-13,1351.025024,1388.699951,1351.025024,1379.474976,1263.259766,1496996
2017-11-14,1378.275024,1378.275024,1353.750000,1357.300049,1242.952881,1657252
2017-11-15,1353.000000,1377.500000,1350.675049,1352.650024,1238.694946,6670834
2017-11-16,1355.000000,1381.500000,1343.474976,1373.324951,1257.628052,1653482
2017-11-17,1374.050049,1374.050049,1351.800049,1353.650024,1239.610596,1325464
2017-11-20,1357.500000,1363.449951,1347.650024,1351.724976,1237.847656,1014498
2017-11-21,1350.500000,1350.500000,1333.000000,1336.474976,1223.882446,1527740
2017-11-22,1336.500000,1354.849976,1336.199951,1340.324951,1227.408081,1822624
2017-11-23,1340.500000,1346.500000,1334.500000,1340.625000,1227.683105,793470
2017-11-24,1341.000000,1351.449951,1336.550049,1344.025024,1230.796265,2287512
2017-11-27,1344.000000,1347.949951,1331.099976,1342.925049,1229.788940,1856786
2017-11-28,1343.000000,1351.199951,1335.000000,1342.650024,1229.537354,911716
2017-11-29,1338.750000,1346.500000,1325.000000,1329.074951,1217.105957,1447532
2017-11-30,1326.824951,1333.474976,1311.500000,1318.500000,1207.421631,4299962
2017-12-01,1317.500000,1334.000000,1310.750000,1314.974976,1204.193726,1031144
2017-12-04,1311.000000,1329.250000,1301.474976,1316.175049,1205.292480,1259104
2017-12-05,1315.500000,1325.849976,1314.074951,1317.775024,1206.757568,1167914
2017-12-06,1318.000000,1322.500000,1306.425049,1316.650024,1205.727661,1407518
2017-12-07,1316.150024,1322.974976,1307.500000,1308.625000,1198.378540,1326300
2017-12-08,1309.000000,1322.500000,1298.500000,1300.750000,1191.167114,1385548
2017-12-11,1304.175049,1336.324951,1304.175049,1330.550049,1218.456787,1008002
2017-12-12,1330.500000,1331.000000,1303.699951,1306.074951,1196.043457,1882246
2017-12-13,1305.699951,1325.724976,1300.500000,1314.199951,1203.483765,2961458
2017-12-14,1316.000000,1316.000000,1265.550049,1278.900024,1171.157715,5504150
2017-12-15,1281.875000,1292.224976,1268.425049,1272.800049,1165.571899,2718138
2017-12-18,1268.500000,1294.474976,1247.175049,1290.250000,1181.551880,2180664
2017-12-19,1288.000000,1298.900024,1282.349976,1287.650024,1179.170654,1801952
2017-12-20,1291.000000,1296.375000,1275.324951,1294.474976,1185.420532,1577570
2017-12-21,1293.500000,1304.000000,1290.025024,1297.849976,1188.511475,1293648
2017-12-22,1302.000000,1331.949951,1295.099976,1323.375000,1211.885986,3665664
2017-12-26,1343.000000,1344.875000,1315.800049,1324.724976,1213.122192,2175786
2017-12-27,1324.724976,1329.250000,1305.250000,1309.949951,1199.592163,739284
2017-12-28,1304.400024,1326.750000,1302.824951,1313.474976,1202.819946,2605088
2017-12-29,1311.550049,1354.449951,1309.275024,1350.599976,1236.817383,2609542
2018-01-01,1341.150024,1347.400024,1317.500000,1322.800049,1211.359619,1351760
2018-01-02,1330.000000,1334.800049,1310.099976,1315.599976,1204.766235,1920290
2018-01-03,1316.000000,1334.500000,1315.599976,1319.324951,1208.177368,1257120
2018-01-04,1325.000000,1331.000000,1320.000000,1328.550049,1216.625122,913082
2018-01-05,1325.000000,1349.750000,1325.000000,1344.599976,1231.322876,1153706
2018-01-08,1350.000000,1363.425049,1340.925049,1357.199951,1242.861572,1242220
2018-01-09,1357.500000,1360.500000,1338.275024,1354.500000,1240.388794,2149396
2018-01-10,1355.500000,1408.000000,1347.324951,1403.300049,1285.078003,3365850
2018-01-11,1405.000000,1410.949951,1391.099976,1395.250000,1277.705688,2520744
2018-01-12,1402.500000,1402.500000,1370.275024,1388.175049,1271.227173,3360314
2018-01-15,1388.574951,1404.000000,1367.525024,1373.050049,1257.375854,1457214
2018-01-16,1378.000000,1430.824951,1375.275024,1425.425049,1305.338989,4267752
2018-01-17,1435.000000,1462.500000,1431.074951,1444.474976,1322.783813,4280806
2018-01-18,1448.500000,1466.500000,1434.025024,1459.099976,1336.177002,2209478
2018-01-19,1465.275024,1491.000000,1451.824951,1479.650024,1354.995483,1820000
2018-01-22,1480.500000,1567.349976,1461.000000,1558.199951,1430.311401,4367110
2018-01-23,1557.474976,1571.175049,1545.025024,1551.000000,1423.702271,3239610
2018-01-24,1545.000000,1629.525024,1541.324951,1587.300049,1457.022827,5621538
2018-01-25,1587.500000,1589.900024,1540.500000,1560.525024,1432.445557,3833844
2018-01-29,1565.699951,1612.500000,1561.000000,1599.425049,1468.152588,3141060
2018-01-30,1590.000000,1601.900024,1571.849976,1576.425049,1447.040405,1574758
2018-01-31,1568.500000,1575.000000,1549.300049,1556.175049,1428.452515,3043214
2018-02-01,1562.000000,1595.000000,1544.400024,1569.300049,1440.500488,2400630
2018-02-02,1560.000000,1595.000000,1551.724976,1576.824951,1447.407593,2456490
2018-02-05,1555.000000,1594.000000,1538.425049,1551.599976,1424.252808,2757742
2018-02-06,1505.000000,1538.574951,1492.500000,1498.625000,1375.625732,2657306
2018-02-07,1513.500000,1515.500000,1473.724976,1477.525024,1356.257446,2180324
2018-02-08,1489.875000,1513.800049,1479.500000,1487.099976,1365.046509,2755004
2018-02-09,1475.000000,1497.000000,1448.324951,1485.849976,1363.899536,2102458
2018-02-12,1489.150024,1511.675049,1477.775024,1483.650024,1361.880127,1974562
2018-02-14,1485.000000,1487.224976,1446.250000,1455.900024,1336.407837,2847532
2018-02-15,1465.974976,1471.500000,1452.550049,1462.925049,1342.855957,2465236
2018-02-16,1461.500000,1499.800049,1461.500000,1466.525024,1346.160400,2515756
2018-02-19,1472.500000,1476.650024,1447.599976,1461.800049,1341.823120,1568224
2018-02-20,1464.000000,1492.525024,1463.949951,1472.375000,1351.530396,1889068
2018-02-21,1487.000000,1531.300049,1480.025024,1521.150024,1396.302124,3089228
2018-02-22,1526.000000,1539.500000,1511.250000,1525.099976,1399.927734,3463010
2018-02-23,1525.000000,1544.500000,1496.050049,1537.900024,1411.677368,3362500
2018-02-26,1537.500000,1544.974976,1510.599976,1515.849976,1391.437256,1363882
2018-02-27,1520.500000,1539.275024,1516.000000,1521.175049,1396.325317,1717800
2018-02-28,1517.500000,1531.974976,1510.724976,1517.525024,1392.974609,2706864
2018-03-01,1524.500000,1530.599976,1510.000000,1518.849976,1394.190796,1718124
2018-03-05,1524.500000,1556.824951,1516.474976,1552.925049,1425.469482,2858168
2018-03-06,1561.000000,1563.500000,1515.074951,1521.400024,1396.531982,1906764
2018-03-07,1535.000000,1544.500000,1509.250000,1513.724976,1389.486450,1917772
2018-03-08,1527.449951,1527.449951,1493.750000,1501.974976,1378.700928,1951826
2018-03-09,1502.500000,1531.599976,1488.599976,1517.050049,1392.538818,1872436
2018-03-12,1521.500000,1541.949951,1517.750000,1526.074951,1400.822876,2091340
2018-03-13,1462.449951,1469.849976,1436.000000,1443.400024,1324.933472,88067154
2018-03-14,1446.474976,1461.525024,1437.525024,1443.449951,1324.979492,3668668
2018-03-15,1447.500000,1451.275024,1427.800049,1434.849976,1317.085327,2348906
2018-03-16,1434.400024,1436.000000,1402.500000,1412.849976,1296.890503,7197482
2018-03-19,1414.500000,1424.000000,1410.000000,1415.500000,1299.323364,3489940
2018-03-20,1410.000000,1436.599976,1409.500000,1432.425049,1314.859253,4024984
2018-03-21,1436.250000,1442.150024,1425.000000,1428.375000,1311.141602,3907678
2018-03-22,1429.974976,1437.974976,1411.275024,1415.675049,1299.484131,2326094
2018-03-23,1401.000000,1417.050049,1399.025024,1409.074951,1293.425659,3654122
2018-03-26,1409.500000,1413.699951,1390.775024,1408.500000,1292.898071,2964210
2018-03-27,1412.500000,1431.500000,1411.525024,1423.849976,1306.987793,2494574
2018-03-28,1417.949951,1437.500000,1412.500000,1424.574951,1307.653564,6865654
2018-04-02,1420.000000,1457.000000,1420.000000,1454.824951,1335.420532,1662988
2018-04-03,1446.050049,1464.949951,1446.050049,1455.625000,1336.155273,1937290
2018-04-04,1464.724976,1467.000000,1446.000000,1455.449951,1335.994507,2841820
2018-04-05,1463.275024,1481.875000,1460.175049,1478.974976,1357.588623,1809424
2018-04-06,1477.000000,1480.000000,1463.275024,1475.150024,1354.077759,1129018
2018-04-09,1469.849976,1481.750000,1457.500000,1461.949951,1341.960938,1235866
2018-04-10,1462.849976,1478.625000,1462.849976,1468.800049,1348.248657,1184532
2018-04-11,1475.300049,1512.500000,1472.800049,1507.074951,1383.382324,3124416
2018-04-12,1505.000000,1575.000000,1503.974976,1569.625000,1440.798340,6114360
2018-04-13,1575.000000,1620.400024,1566.050049,1576.650024,1447.246826,8179118
2018-04-16,1558.000000,1599.974976,1555.375000,1593.824951,1463.012451,6270274
2018-04-17,1593.824951,1597.474976,1573.599976,1583.300049,1453.351074,3301724
2018-04-18,1583.000000,1596.724976,1572.925049,1579.550049,1449.909180,2433066
2018-04-19,1589.949951,1608.599976,1582.875000,1595.574951,1464.619019,4820952
2018-04-20,1625.000000,1711.175049,1620.000000,1701.224976,1561.597412,18465662
2018-04-23,1712.000000,1778.949951,1694.775024,1704.324951,1564.442993,15185910
2018-04-24,1705.000000,1721.574951,1671.250000,1692.824951,1553.886841,8314336
2018-04-25,1692.500000,1741.500000,1682.525024,1735.125000,1592.715454,8196574
2018-04-26,1733.500000,1780.000000,1733.500000,1769.625000,1624.383911,12135034
2018-04-27,1762.500000,1772.000000,1710.000000,1725.974976,1584.316040,4501330
2018-04-30,1725.974976,1774.500000,1718.800049,1766.050049,1621.102295,3458558
2018-05-02,1765.250000,1766.099976,1735.650024,1749.875000,1606.254639,3158046
2018-05-03,1754.900024,1763.000000,1735.199951,1740.925049,1598.039429,3761550
2018-05-04,1746.000000,1748.500000,1735.000000,1740.375000,1597.534302,2347244
2018-05-07,1745.000000,1745.000000,1705.449951,1710.474976,1570.088257,3484426
2018-05-08,1717.349976,1743.250000,1698.349976,1720.599976,1579.382324,2992820
2018-05-09,1720.099976,1747.375000,1720.099976,1744.650024,1601.458618,2615050
2018-05-10,1751.474976,1755.574951,1720.099976,1725.625000,1583.994629,3858678
2018-05-11,1727.099976,1742.500000,1721.250000,1728.474976,1586.611084,2627876
2018-05-14,1728.500000,1735.500000,1705.400024,1716.775024,1575.870972,2433894
2018-05-15,1725.000000,1747.900024,1716.849976,1741.199951,1598.291382,1952890
2018-05-16,1739.974976,1754.500000,1737.625000,1746.949951,1603.569580,1648450
2018-05-17,1756.474976,1766.574951,1738.000000,1745.900024,1602.605835,2968048
2018-05-18,1740.400024,1758.849976,1729.000000,1751.025024,1607.310425,1874996
2018-05-21,1764.349976,1796.000000,1759.025024,1778.375000,1632.415405,3446178
2018-05-22,1779.000000,1787.474976,1746.849976,1754.449951,1610.454224,1857416
2018-05-23,1762.500000,1772.500000,1740.500000,1747.550049,1604.120605,1507298
2018-05-24,1755.000000,1807.500000,1751.175049,1801.849976,1653.963745,2962316
2018-05-25,1812.500000,1837.400024,1786.275024,1792.900024,1645.748291,3769772
2018-05-28,1808.250000,1808.250000,1743.000000,1751.025024,1607.310425,3716798
2018-05-29,1764.949951,1772.000000,1744.000000,1761.750000,1617.154785,3525312
2018-05-30,1754.525024,1766.500000,1741.250000,1757.050049,1612.840698,3779106
2018-05-31,1734.000000,1759.050049,1726.099976,1741.050049,1611.452637,5049371
2018-06-01,1754.000000,1757.500000,1716.300049,1732.449951,1603.492432,1603856
2018-06-04,1745.000000,1749.000000,1712.599976,1744.250000,1614.414063,1681483
2018-06-05,1744.000000,1751.900024,1711.150024,1721.599976,1593.450317,2449568
2018-06-06,1723.000000,1734.900024,1715.199951,1725.750000,1597.291382,2236512
2018-06-07,1725.000000,1749.000000,1723.800049,1735.550049,1606.361938,2414762
2018-06-08,1735.000000,1757.300049,1735.000000,1747.099976,1617.052002,2582138
2018-06-11,1747.099976,1763.000000,1743.000000,1749.699951,1619.458252,2179378
2018-06-12,1757.000000,1785.000000,1753.000000,1781.000000,1648.428711,4608875
2018-06-13,1816.000000,1831.650024,1798.000000,1824.099976,1688.320313,5370983
2018-06-14,1830.000000,1832.300049,1784.000000,1787.550049,1654.490967,3819998
2018-06-15,1800.000000,1847.099976,1788.599976,1840.050049,1703.083130,9183574
2018-06-18,1867.949951,1867.949951,1822.150024,1829.000000,1692.855713,4674987
2018-06-19,1822.150024,1839.000000,1821.000000,1824.500000,1688.690674,3245034
2018-06-20,1832.000000,1836.300049,1818.599976,1822.449951,1686.793213,3107695
2018-06-21,1832.000000,1832.000000,1817.599976,1819.349976,1683.923828,2910659
2018-06-22,1827.000000,1827.000000,1799.550049,1809.800049,1675.084961,2949458
2018-06-25,1811.900024,1822.349976,1806.000000,1819.250000,1683.831787,2083217
2018-06-26,1823.000000,1861.000000,1821.000000,1852.000000,1714.143799,4679712
2018-06-27,1860.000000,1885.150024,1851.250000,1858.000000,1719.696899,4081208
2018-06-28,1865.000000,1871.000000,1826.300049,1842.699951,1705.535767,4888125
2018-06-29,1844.900024,1867.400024,1842.300049,1847.750000,1710.209961,3506276
2018-07-02,1852.000000,1857.800049,1841.099976,1851.349976,1713.541992,2650290
2018-07-03,1859.949951,1879.900024,1857.050049,1874.050049,1734.552246,3242233
2018-07-04,1879.900024,1879.900024,1857.150024,1866.150024,1727.240479,2700614
2018-07-05,1873.000000,1887.500000,1862.099976,1880.300049,1740.337036,2472571
2018-07-06,1882.849976,1921.000000,1881.650024,1912.949951,1770.556641,3713781
2018-07-09,1924.000000,1924.400024,1876.500000,1883.000000,1742.836304,6151747
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1735.523926,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1832.523315,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1824.609619,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1833.633789,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1841.130859,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,1856.850830,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,1855.088867,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1837.606689,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1851.703491,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,1860.097168,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1853.929688,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1837.699463,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1822.118652,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1802.688965,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1803.477417,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1799.396606,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1833.062256,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1807.001343,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1835.798096,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1832.181274,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1824.576416,1353521
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1830.743896,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1831.068237,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1848.457642,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,1854.996216,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,1858.149292,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,1862.739990,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,1866.681396,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,1864.084839,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,1871.226196,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,1887.409668,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,1894.736328,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,1902.062866,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,1919.034912,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,1921.631714,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,1931.276855,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,1927.567139,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,1903.917725,1439711
2018-09-04,2059.800049,2104.750000,2056.949951,2098.899902,1946.579590,4420803
2018-09-05,2100.000000,2107.250000,2075.050049,2079.250000,1928.355469,1681106
2018-09-06,2075.000000,2081.500000,2060.300049,2075.300049,1924.692383,2238097
2018-09-07,2079.300049,2084.000000,2065.399902,2079.850098,1928.911987,1312182
2018-09-10,2084.399902,2093.399902,2074.250000,2080.750000,1929.746460,1530539
2018-09-11,2089.000000,2089.000000,2042.199951,2046.250000,1897.750366,3679745
2018-09-12,2052.350098,2068.899902,2040.000000,2043.949951,1895.617554,2307661
2018-09-14,2044.000000,2071.550049,2018.150024,2065.399902,1915.510742,3642038
2018-09-17,2070.000000,2077.800049,2054.550049,2074.149902,1923.625610,1033857
2018-09-18,2073.000000,2078.800049,2057.600098,2070.750000,1920.472290,1456507
2018-09-19,2071.899902,2089.000000,2066.850098,2077.899902,1927.103394,1301268
2018-09-21,2077.000000,2121.000000,2050.149902,2103.149902,1950.521240,4508530
2018-09-24,2115.000000,2210.500000,2098.149902,2198.449951,2038.905518,3032226
2018-09-25,2204.899902,2211.899902,2153.800049,2183.199951,2024.761841,2868778
2018-09-26,2187.000000,2199.000000,2135.100098,2142.149902,1986.690796,1970951
2018-09-27,2141.899902,2209.699951,2135.800049,2188.850098,2030.001465,3311802
2018-09-28,2178.000000,2190.000000,2158.850098,2183.699951,2025.225220,2904371
2018-10-01,2190.899902,2275.949951,2190.350098,2255.550049,2091.861328,3772208
2018-10-03,2250.300049,2255.000000,2155.600098,2162.850098,2005.888916,3902322
2018-10-04,2156.600098,2156.649902,2056.350098,2064.800049,1914.954224,4762419
2018-10-05,2050.000000,2120.000000,2020.900024,2102.649902,1950.057373,3417624
2018-10-08,2102.649902,2122.199951,2048.149902,2077.550049,1926.778809,2010154
2018-10-09,2080.350098,2107.649902,2053.199951,2091.800049,1939.994629,1867130
2018-10-10,2100.000000,2105.949951,2029.000000,2043.599976,1895.292725,2749573
2018-10-11,1985.000000,2013.000000,1941.000000,1979.949951,1836.261963,4700256
2018-10-12,1978.000000,1978.000000,1903.000000,1918.300049,1779.086060,9373289
2018-10-15,1940.000000,1955.550049,1920.000000,1949.500000,1808.021606,2638151
2018-10-16,1958.000000,1971.900024,1935.000000,1962.300049,1819.892822,2815425
2018-10-17,1970.000000,1989.000000,1920.000000,1929.400024,1789.380371,2779207
2018-10-19,1929.000000,1929.000000,1870.050049,1913.199951,1774.356079,3428776
2018-10-22,1914.000000,1916.000000,1886.949951,1903.000000,1764.896362,1778496
2018-10-23,1888.000000,1898.000000,1837.000000,1843.650024,1713.455444,2752811
2018-10-24,1852.050049,1874.000000,1811.099976,1848.500000,1717.962524,2735913
2018-10-25,1844.000000,1876.900024,1825.050049,1853.000000,1722.144775,2507233
2018-10-26,1853.900024,1853.900024,1791.099976,1799.099976,1672.050903,2285970
2018-10-29,1808.699951,1877.949951,1784.349976,1871.000000,1738.873779,2609483
2018-10-30,1867.000000,1909.400024,1845.000000,1894.800049,1760.993042,2404883
2018-10-31,1900.000000,1943.900024,1875.449951,1938.150024,1801.281738,2769190
2018-11-01,1943.650024,1944.349976,1901.300049,1935.750000,1799.051025,2769759
2018-11-02,1934.199951,1954.599976,1905.000000,1913.449951,1778.325928,1818635
2018-11-05,1910.000000,1927.349976,1884.750000,1890.849976,1757.321777,1713366
2018-11-06,1894.000000,1937.500000,1891.000000,1932.699951,1796.216431,1398710
2018-11-07,1940.000000,1949.000000,1937.000000,1942.150024,1804.999146,144530
2018-11-09,1961.000000,1961.949951,1905.000000,1909.199951,1774.375854,2570479
2018-11-12,1908.500000,1946.099976,1908.500000,1914.849976,1779.627197,2552008
2018-11-13,1915.000000,1939.000000,1903.000000,1934.949951,1798.307617,1418432
2018-11-14,1925.000000,1929.900024,1870.000000,1880.650024,1747.842407,2422318
2018-11-15,1864.000000,1899.000000,1857.599976,1872.849976,1740.593018,1829123
2018-11-16,1889.000000,1899.800049,1870.250000,1886.599976,1753.371826,1829729
2018-11-19,1899.000000,1907.349976,1864.300049,1902.449951,1768.102783,1740628
2018-11-20,1902.000000,1902.000000,1874.199951,1878.250000,1745.611694,1190182
2018-11-21,1871.000000,1871.050049,1798.550049,1812.000000,1684.040405,3840461
2018-11-22,1820.000000,1847.599976,1809.949951,1812.550049,1684.551147,3194219
2018-11-26,1819.000000,1860.000000,1784.500000,1846.099976,1715.732422,4333177
2018-11-27,1854.000000,1897.900024,1835.349976,1890.250000,1756.764526,3344839
2018-11-28,1889.000000,1989.000000,1882.500000,1983.900024,1843.801025,5313249
2018-11-29,1997.000000,1997.000000,1942.550049,1960.550049,1822.099609,4035441
2018-11-30,1966.000000,1991.000000,1959.849976,1968.250000,1829.256104,5268901
2018-12-03,1984.000000,1990.000000,1968.300049,1982.400024,1842.406616,1610576
2018-12-04,1983.000000,2019.400024,1971.000000,2010.849976,1868.847900,3270615
2018-12-05,2006.000000,2018.000000,1985.000000,2006.750000,1865.037109,2501539
2018-12-06,1998.000000,2017.000000,1979.599976,1992.699951,1851.979370,2321216
2018-12-07,1985.050049,2003.900024,1973.000000,1995.199951,1854.302979,1680420
2018-12-10,1975.000000,2011.000000,1960.000000,1975.800049,1836.272949,2010786
2018-12-11,1970.000000,2010.000000,1961.000000,2000.000000,1858.763916,2942014
2018-12-12,2001.099976,2022.000000,1984.949951,2016.800049,1874.377563,2219993
2018-12-13,2024.000000,2029.699951,1974.500000,1982.599976,1842.592651,3748429
2018-12-14,1983.000000,1998.949951,1975.250000,1989.750000,1849.237915,2473761
2018-12-17,1999.000000,2004.900024,1985.000000,1994.300049,1853.466553,1227921
2018-12-18,1991.900024,2002.000000,1976.400024,1987.849976,1847.472168,1768742
